Category,Item name
"Electrical","COPPER FLEXIBLE FRLS TYPE : 2.5 SQ.MM GREEN"
"Electrical","COPPER FLEXIBLE FRLS TYPE : 2.5 SQ.MM RED"
"Electrical","COPPER FLEXIBLE FRLS TYPE : 2.5 SQ.MM YELLOW"
"Electrical","Cover Plate Conceald 1 Module"
"Electrical","Cover Plate Conceald 12 Module"
"Electrical","Cover Plate Conceald 4 Module"
"Electrical","Cover Plate Conceald 6 Module"
"Electrical","Cover Plate Conceald 8 Module"
"Electrical","CSS : 1600 KVA DRY TYPE CSS"
"Electrical","CT : 800/5 Amp,MAKE-Secure"
"Electrical","DG SYNCRONIZATION PANEL"
"Electrical","DOUBLE DOOR TYPE  LDB-01 - 6-WAY VTPN DBS"
"Electrical","DOUBLE DOOR TYPE :- FLEXI DB 4ROW x 14WAY/MODULE"
"Electrical","DOUBLE DOOR TYPE PDB-01 - 8-WAY VTPN DBS"
"Electrical","DOUBLE DOOR TYPE PDB-02 - 8-WAY ETPN DBS WITH PPI KITS"
"Electrical","DOUBLE DOOR TYPE TYPE LPDB-04  6-WAY ETPN DB WITH PPI KIT"
"Electrical","DP RCCB :- 25AMP,100mA"
"Electrical","DP RCCB :- 40AMP,100mA"
"Electrical","DP RCCB :- 80AMP,100mA"
"Electrical","Dummy Plate"
"Electrical","DUMMY SWITCH - 1 MODULE"
"Electrical","DUMMY/ BLANK"
"Electrical","Fan Regulator"
"Electrical","FAN REGULATOR 2MODULE TYPE"
"Electrical","Fan Road"
"Electrical","FERRULE"
"Electrical","FF 02- RAW POWER PROCESS DB PANEL"
"Electrical","FIRE EMERGANCY PANEL"
"Electrical","Flange Type Gland 185mm"
"Electrical","FLEXIBLE GLAND"
"Electrical","FP MCB : 32AMP"
"Electrical","FP MCB INCOMER :- 25AMP"
"Electrical","FP MCB INCOMER :- 40AMP"
"Electrical","FP MCB INCOMER :- 63AMP"
"Electrical","FP MCB INCOMER :- 80AMP"
"Electrical","G.I. TRUNKING WITH COVER,  SIZE : 100 MM (W) X 50 MM (H) X 2 mm Thk"
"Electrical","G.I. TRUNKING WITH COVER,  SIZE : 150 MM (W) X 50 MM (H) X 2 mm Thk"
"Electrical","G.I. TRUNKING WITH COVER,  SIZE : 200 MM (W) X 50 MM (H) X 2 mm Thk"
"Electrical","G.I. TRUNKING WITH COVER,  SIZE : 300 MM (W) X 50 MM (H) X 2 mm Thk"
"Electrical","G.I. TRUNKING WITH COVER,  SIZE : 75 MM (W) X 50 MM (H) X 2 mm Thk"
"Electrical","Gang Box"
"Electrical","GANGBOX"
"Electrical","GF 01-RAW POWER PROCESS DB PANEL"
"Electrical","GF-LTG-HVAC-MED&RAW POWER PANEL"
"Electrical","GLAND 3/4"""
"Electrical","HT CABLE - 3C X 185 SQ.MM XLPE ALUMNINIUM ARMOURE FRLS HT CABLE"
"Electrical","HVAC DB - 101"
"Electrical","HVAC MAIN MCC PANEL"
"Electrical","HVAC MCC-01"
"Electrical","HVAC MCC-02"
"Electrical","ICOG PANEL :- OUTDOOR TYPE"
"Electrical","Insulation Tape"
"Electrical","INSULATION-WIRE TAP"
"Electrical","IP65 WEATHERPROOF BOX WITH 6/16AMP SWITCH & SOCKETS - 3M"
"Electrical","IP65 WEATHERPROOF BOX WITH 6AMP SWITCH & SOCKETS - 3M"
"Electrical","ISOLATOR"
"Electrical","JAINEX 16AMP 3PIN  TOP"
"Electrical","JAINEX 6AMP 3PIN  TOP"
"Electrical","JUNCTION BOX"
"Electrical","KHAKHRA MCC PANEL-01"
"Electrical","KHAKHRA MCC PANEL-02"
"Electrical","KITCHEN VENTILATION PANEL"
"Electrical","L&T 32AMP FP MCB"
"Electrical","LEGRAND MAKE 16A - 1-PHASE WHEATHER PROOF INDUSTRIAL POWER SOCKET WITH MCB - 16A 3PIN PLUG SOCKET WITH MS POWDER COATED BOX WITH 16AMP 2POLE MCB"
"Electrical","LEGRAND MAKE 32A - 3-PHASE WHEATHER PROOF INDUSTRIAL POWER SOCKET WITH MCB - 32A 5PIN PLUG SOCKET WITH MS POWDER COATED BOX WITH 32AMP 4POLE MCB"
"Electrical","Light Fans etc-1200MM CEILING FAN"
"Electrical","Light Fans etc-3' CEILLING FAN ROD-WHITE"
"Electrical","Light Fans etc-3' LONG FAN ROD WHITE"
"Electrical","Light Fans etc-4' LONG FAN ROD WHITE"
"Electrical","Light Fans etc-5' LONG FAN ROD WHITE"
"Electrical","Light Fans etc-600MM CEILING FAN"
"Electrical","Light Fans etc-80W,240V,50Hz,CEILLING FAN"
"Electrical","Light Fans etc-900MM CEILING FAN"
"Electrical","Light Fans etc-BOX TYPE FAN- 600X600 CONCEALED FAN"
"Electrical","Light Fans etc-CEILING FAN 1200mmDIA 80W"
"Electrical","Light Fans etc-Ceiling Fan Rod-18"" Long"
"Electrical","Light Fans etc-CEILLING FAN"
"Electrical","Light Fans etc-CEILLING FAN 1200mmDIA 80W"
"Electrical","Light Fans etc-ceilling fan 24"""
"Electrical","Light Fans etc-CONCEALED  FAN (CF) 3'X 3'"
"Electrical","Light Fans etc-CONCEALED  FAN (CF)1'X1'"
"Electrical","Light Fans etc-CONCEALED  FAN (CF)2'X2'"
"Electrical","Light Fans etc-Fan Ceiling"
"Electrical","Light Fans etc-Fan Hook (Need With 2 holes) with 2 nos GI Anchor  Fastner"
"Electrical","Light Fans etc-Fan Recessed (FA)"
"Electrical","Light Fans etc-fan rod 1500mm long white(5')"
"Electrical","Light Fans etc-Fan Wall."
"Electrical","Light Fans etc-HANGING WALL FAN"
"Electrical","LT CABLE - 3.5 C X 120 SQ.MM XLPE ALUMINIUM  ARMOURE FRLS  CABLE"
"Electrical","LT CABLE - 3.5C X 120 SQ.MM A2XFY ALUMINIUM  ARMOURED CABLE"
"Electrical","LT CABLE - 3.5C X 150 SQ.MM A2XFY ALUMINIUM  ARMOURED CABLE"
"Electrical","LT CABLE - 3.5C X 150 SQ.MM XLPE ALUMINIUM  ARMOURE FRLS  CABLE"
"Electrical","LT CABLE - 3.5C X 185 SQ.MM A2XFY ALUMINIUM  ARMOURED CABLE"
"Electrical","LT CABLE - 3.5C X 240 SQ.MM XLPE ALUMINIUM ARMOURE FRLS  CABLE"
"Electrical","LT CABLE - 3.5C X 25 SQ.MM XLPE ALUMNINIUM ARMOURE FRLS  CABLE"
"Electrical","LT CABLE - 3.5C X 35 SQ.MM A2XFY ALUMINIUM  ARMOURED CABLE"
"Electrical","LT CABLE - 3.5C X 35 SQ.MM XLPE ALUMINIUM  ARMOURE FRLS  CABLE"
"Electrical","LT CABLE - 3.5C X 50 SQ.MM A2XFY ALUMINIUM  ARMOURED CABLE"
"Electrical","LT CABLE - 3.5C X 70 SQ.MM XLPE ALUMINIUM  ARMOURE FRLS  CABLE"
"Electrical","LT CABLE - 3.5C X 95 SQ.MM A2XFY ALUMINIUM  ARMOURED CABLE"
"Electrical","LT CABLE - 3C X 1.5SQ.MM COPPER FLEXIBLE  FRLS CABLE"
"Electrical","LT CABLE - 3C X 10 SQ.MM A2XFY ALUMINIUM  ARMOURED CABLE"
"Electrical","LT CABLE - 3C X 16 SQ.MM XLPE COPPER ARMOURE CABLE"
"Electrical","LT CABLE - 3C X 2.5 SQ.MM  XLPE COPPER ARMOURE FRLS  CABLE"
"Electrical","LT CABLE - 3C X 2.5 SQ.MM 2XWY COPPER ARMOURED CABLE"
"Electrical","LT CABLE - 3C X 2.5SQ.MM COPPER FLEXIBLE  FRLS CABLE"
"Electrical","LT CABLE - 3C X 4 SQ.MM  XLPE COPPER ARMOURE FRLS  CABLE"
"Electrical","LT CABLE - 3C X 4 SQ.MM 2XWY COPPER ARMOURED CABLE"
"Electrical","LT CABLE - 3C X 6 SQ.MM  XLPE COPPER ARMOURE FRLS  CABLE"
"Electrical","LT CABLE - 3C X 6 SQ.MM 2XWY COPPER ARMOURED CABLE"
"Electrical","LT CABLE - 4C X 10 SQ.MM 2XFY COPPER ARMOURED CABLE"
"Electrical","LT CABLE - 4C X 10 SQ.MM A2XFY ALUMINIUM  ARMOURED CABLE"
"Electrical","LT CABLE - 4C X 10 SQ.MM COPPER XLPE ARMOURED CABLE"
"Electrical","LT CABLE - 4C X 10 SQ.MM XLPE ALUMNINIUM  ARMOURE FRLS  CABLE"
"Electrical","LT CABLE - 4C X 16 SQ.MM 2XFY COPPER  ARMOURED CABLE"
"Electrical","LT CABLE - 4C X 16 SQ.MM A2XFY ALUMINIUM  ARMOURED CABLE"
"Electrical","LT CABLE - 4C X 16 SQ.MM XLPE COPPER ARMOURE FRLS CABLE"
"Electrical","LT CABLE - 4C X 2.5 SQ.MM 2XWY COPPER ARMOURED CABLE"
"Electrical","LT CABLE - 4C X 25 SQ.MM A2XFY ALUMINIUM  ARMOURED CABLE"
"Electrical","LT CABLE - 4C X 4 SQ.MM 2XWY COPPER ARMOURED CABLE"
"Electrical","LT CABLE - 4C X 4 SQ.MM XLPE ALUMNINIUM ARMOURE FRLS  CABLE"
"Electrical","LT CABLE - 4C X 4 SQ.MM XLPE COPPER ARMOURE FRLS CABLE"
"Electrical","LT CABLE - 4C X 6 SQ.MM  2XWY COPPER ARMOURED CABLE"
"Electrical","LT CABLE - 4C X 6 SQ.MM COPPER XLPE ARMOURED CABLE"
"Electrical","LT CABLE - 4C X 6 SQ.MM XLPE COPPER ARMOURE FRLS  CABLE"
"Electrical","LT CABLE - 4CX1.5 SQMM XLPE. COPPER ARMOURE FRLS CABLE"
"Electrical","LT CABLE - 4CX2.5 SQMM XLPE. COPPER ARMOURE FRLS CABLE"
"Electrical","LT Tri Vector Meter,MAKE- SECURE"
"Electrical","LUG PASTE"
"Electrical","Lugs Aluminium 150mm"
"Electrical","Lugs Aluminium 185mm"
"Electrical","MAIN HT BREAKER PANEL :- INDOOR TYPE"
"Electrical","MAIN LT PANEL"
"Electrical","MAIN PCC PANEL -01"
"Electrical","Mainswitch 400amp tpn C&S"
"Electrical","MCB ENCLOSURE - 4 POLE MCB ENCLOSURE WITH 160AMP MCCB"
"Electrical","MCB ENCLOSURE - 4 POLE MCB ENCLOSURE WITH 200AMP MCCB"
"Electrical","MCB ENCLOSURE - 4 POLE MCB ENCLOSURE WITH 32AMP MCB"
"Electrical","MCB ENCLOSURE - 4 POLE MCB ENCLOSURE WITH 32AMP MCB FOR 4C X 16SQMM AL. AR. CABLE TERMINATION ARRANGMENT"
"Electrical","MCB ENCLOSURE - 4 POLE MCB ENCLOSURE WITH 40AMP MCB"
"Electrical","MCB ENCLOSURE - 4 POLE MCB ENCLOSURE WITH 63AMP MCB"
"Electrical","MCB+ELCB - 25AMP 4POLE WITH WEATHERPROOF (PLEXO BOX) IP 67"
"Electrical","MCB+ELCB - 40AMP 4POLE WITH WEATHERPROOF (PLEXO BOX) IP 67"
"Electrical","MCB+ELCB - 63AMP 4POLE WITH WEATHERPROOF (PLEXO BOX) IP 67"
"Electrical","MEDICAL EQUIPMENT PANEL"
"Electrical","METAL BOX - 1 M"
"Electrical","METAL BOX - 12 M"
"Electrical","Metal Box - 12 Module"
"Electrical","Metal Box - 14/16 Module"
"Electrical","METAL BOX - 16 M SQUARE SIZE"
"Electrical","METAL BOX - 2 M"
"Electrical","Metal Box - 2 Module"
"Electrical","METAL BOX - 3 M"
"Electrical","Metal Box - 3 Module"
"Electrical","METAL BOX - 4 M"
"Electrical","Metal Box - 4 Module"
"Electrical","METAL BOX - 6 M"
"Electrical","Metal Box - 6 Module"
"Electrical","METAL BOX - 8 M"
"Electrical","METAL BOX - 8 M HORIZONTAL"
"Electrical","Metal Box - 8 Module"
"Electrical","METAL BOX : 12 MODULE M.S BOX"
"Electrical","METAL BOX : 16 MODULE M.S BOX"
"Electrical","METAL BOX : 6 MODULE M.S BOX"
"Electrical","MK- 1 FASD 14 AMP DOL STARTERS"
"Electrical","MLDB-02"
"Electrical","MLDB-03 PANEL (MAIN LIGHTING PANEL)"
"Electrical","MPDB -02"
"Electrical","MPDB-03 PANEL (MAIN POWER PANEL)"
"Electrical","MUPS DB PANEL -03"
"Electrical","ONE WAY SWITCH - 10/13AMP"
"Electrical","ONE WAY SWITCH - 16AMP WITH INDICATOR"
"Electrical","ONE WAY SWITCH - 25AMP WITH INDICATOR"
"Electrical","OT VTPN DB"
"Electrical","PDB- T01 WALL MOUNTED"
"Electrical","PERFORATED CABLE TRAY WITH COVER : 200 MM (W)  X 50 MM (H) X 2 MM (THICK)"
"Electrical","PERFORATED CABLE TRAY WITH COVER, SIZE : 150 MM (W)  X 50 MM (H)  X 2 MM (THICK)"
"Electrical","Pin Type Aluminium lug - 16 sqmm"
"Electrical","Pin Type Copper Lug - 1.5"
"Electrical","Pin Type Copper Lug - 2.5 sqmm"
"Electrical","Pipe - PVC"
"Electrical","POLYCAB CABLE"
"Electrical","Power Socket - 13 Amp"
"Electrical","Power Socket - 6/16 Amp"
"Electrical","POWER SOCKET : 25 AMP POWER SOCKET"
"Electrical","POWER SOCKET : 6/16AMP POWER SOCKET"
"Electrical","POWER SOCKET-25AMP"
"Electrical","POWER SOCKET-6/16AMP"
"Electrical","Power Supply Board"
"Electrical","Pressure Transmitter switch."
"Electrical","PVC bend - 25 mm"
"Electrical","PVC Conduit - 25 mm"
"Electrical","PVC Earthing Chamber"
"Electrical","PVC PIPE 3/4"" VTEX 1.2"
"Electrical","PVC Pipe Conduit - 25mm"
"Electrical","PVC SURFACE BOX : 1/2 MODULE"
"Electrical","PVC SURFACE BOX : 12 MODULE"
"Electrical","PVC SURFACE BOX : 3 MODULE"
"Electrical","PVC SURFACE BOX : 4 MODULE"
"Electrical","PVC SURFACE BOX : 6 MODULE"
"Electrical","PVC SURFACE BOX : 8 MODULE (HORIZONTAL TYPE)"
"Electrical","PVC Surface Module Box"
"Electrical","PVC WIRE TAPE"
"Electrical","Rack"
"Electrical","RAJ KRUTI  MAIN  LT PANEL"
"Electrical","RCCB 32 AMP 2-POLE 30mA"
"Electrical","RCCB 40AMP 2-POLE 30mA"
"Electrical","RCCB 63AMP 2-POLE 30mA"
"Electrical","ROUND DEEP JUNCTION BOX - PVC 25MM 4 WAY"
"Electrical","Rubber Cable Marker Ferrule 1 To 9 & A To Z 4mm, 2.5mm.1.5SQ.MM"
"Electrical","SB COVER PLATE - 1 MODULE"
"Electrical","SB COVER PLATE - 2 MODULE"
"Electrical","SB COVER PLATE - 3 MODULE"
"Electrical","SB COVER PLATE - 4 MODULE"
"Electrical","SB COVER PLATE - 6 MODULE"
"Electrical","SB COVER PLATE - 8 MODULE"
"Electrical","SB COVER PLATE- 12 MODULE"
"Electrical","SF 03- RAW POWER PROCESS DB PANEL"
"Electrical","SIEMENS DOL STARTER 7.5HP 10-16AMP"
"Electrical","SIEMENS DOL STARTER 7.5HP 8-12.5AMP"
"Electrical","SIEMENS FASD STARTER 15 HP 10-16AMP 415V"
"Electrical","Sintex J. box for HT meter, Make - Sintex"
"Electrical","Sintex J.bkx for LT meter, Make-Sintex"
"Electrical","SOCKETS - 13AMP INTERNATIONAL"
"Electrical","SOCKETS - 6/16AMP UNIVERSAL"
"Electrical","SP MCB - 10AMP"
"Electrical","SP MCB : 10 AMP - 10kA 'C' CURVE"
"Electrical","SP MCB : 16 AMP - 10kA 'C' CURVE"
"Electrical","SP MCB : 16 AMP -10kA"
"Electrical","SP MCB : 16AMP"
"Electrical","SP MCB : 25 AMP - 10kA"
"Electrical","SPD TYPE-02 : 2 POLE SPD"
"Electrical","SPD TYPE-02 : 4 POLE SPD"
"Electrical","SPD TYPE-2 : 4POLE"
"Electrical","SPD-4 POLE"
"Electrical","STABILIZER : 2500 KVA HT AVR"
"Electrical","Stabilizer Micro make 1kva"
"Electrical","Step Type Fan Regulator"
"Electrical","STEP TYPE FAN REGULATOR (2M)"
"Electrical","STEP TYPE-FAN REGULATOR 2 MODULE"
"Electrical","STLDB-01"
"Electrical","STLDB-02"
"Electrical","SUB PCC PANEL -01"
"Electrical","SUB PCC PANEL -02"
"Electrical","SUPPLY OF 50 X 6 MM COPPER EARTHING STRIP FOR NUETRAL EARTHING"
"Electrical","SUPPLY OF 50 X 6 MM GI HOT DIP EARTHING STRIP"
"Electrical","SUPPLY OF HEAT SINK PVC SLEEVS TO COVERING OF 50 X 6 MM COPPER STRIP"
"Electrical","SURFACE BOX - 3 M"
"Electrical","Switch - 10 AMP 1 Way"
"Electrical","Switch - 10 AMP 2 Way"
"Electrical","Switch - 16 AMP With Indicators"
"Electrical","Switch - 20 AMP With Indicators"
"Electrical","Tape Roll Steel Grip"
"Electrical","TF 04- RAW POWER PROCESS DB PANEL"
"Electrical","TF-LTG-HVAC-MED&RAW POWER PANEL"
"Electrical","TOP COVER BATTERY RACK & CABLE INTERCONECTING LINK"
"Electrical","TP MCB : 32AMP"
"Electrical","TPDB-01"
"Electrical","Trunking & Floor Raceways-150 MM X 50 X 1.6 MM GI FLOOR RACEWAY"
"Electrical","Trunking & Floor Raceways-200 MM X 75 MM GI FLOOR RACEWAY"
"Electrical","Trunking & Floor Raceways-200 MM X 75 X 1.6 MM GI FLOOR RACEWAY"
"Electrical","Trunking & Floor Raceways-200 X 60 X1.5MM JUNCTION BOX"
"Electrical","Trunking & Floor Raceways-250 X 85 X 1.5 MM FLOOR JUNCTION BOX"
"Electrical","Trunking & Floor Raceways-5 mm MS (Mild Steel) sheet"
"Electrical","Trunking & Floor Raceways-GI CABLE TRAY COUPLER WITH MULTIHOLE (200MM LONG X 50MM WIDE)"
"Electrical","Trunking & Floor Raceways-joint coupler of tray with cable tray"
"Electrical","Trunking & Floor Raceways-LADDER  TYPE CABLE TRAY WITHOUT COVER : 1000 MM (W)  X 75 (H)  MM X 2 MM (THICK)"
"Electrical","Trunking & Floor Raceways-LADDER TYPE CABLE TRAY WITHOUT COVER : 600 MM (W)  X 50 (H)  MM X 2 MM (THICK)"
"Electrical","Trunking & Floor Raceways-LADDER TYPE CABLE TRAY WITHOUT COVER : 900MM (W) X 75MM (H) X 2MM (THICK)"
"Electrical","Trunking & Floor Raceways-PERFORATED CABLE TRAY WITH COVER : 100 MM (W)  X 50 (H)  MM X 2 MM (THICK)"
"Electrical","Trunking & Floor Raceways-PERFORATED CABLE TRAY WITH COVER : 150 MM (W)  X 50 (H)  MM X 2 MM (THICK)"
"Electrical","Trunking & Floor Raceways-PERFORATED CABLE TRAY WITH COVER : 300 MM (W)  X 50 (H)  MM X 2 MM (THICK)"
"Electrical","Trunking & Floor Raceways-PERFORATED CABLE TRAY WITH COVER : 450 MM (W)  X 50 (H)  MM X 2 MM (THICK)"
"Electrical","Trunking & Floor Raceways-PERFORATED CABLE TRAY WITH COVER : 600 MM (W)  X 75 (H)  MM X 2 MM (THICK)"
"Electrical","Trunking & Floor Raceways-PERFORATED CABLE TRAY WITHOUT COVER : 100 MM (W)  X 50 (H)  MM X 2 MM (THICK)"
"Electrical","Trunking & Floor Raceways-PERFORATED CABLE TRAY WITHOUT COVER : 250MM (W) X 50MM (H) X 2MM (THICK)"
"Electrical","Trunking & Floor Raceways-PERFORATED CABLE TRAY WITHOUT COVER : 300 MM (W)  X 50 (H)  MM X 2 MM (THICK)"
"Electrical","Trunking & Floor Raceways-PERFORATED CABLE TRAY WITHOUT COVER : 450 MM (W)  X 50 (H)  MM X 2 MM (THICK)"
"Electrical","Trunking & Floor Raceways-PERFORATED CABLE TRAY WITHOUT COVER : 600 MM (W)  X 75 (H)  MM X 2 MM (THICK)"
"Electrical","Trunking & Floor Raceways-PERFORATED CABLE TRAY WITHOUT COVER : 750 MM (W)  X 75 (H)  MM X 2 MM (THICK)"
"Electrical","Trunking & Floor Raceways-PERFORATED TYPE CABLE TRAY : 150 MM(W) X 25 MM(H) X 1.6 MM (THIKNESS)"
"Electrical","Trunking & Floor Raceways-PERFORATED TYPE CABLE TRAY : 50 MM(W) X 25 MM(H) X 1.6 MM (THIKNESS)"
"Electrical","Trunking & Floor Raceways-PERFORATED TYPE CABLE TRAY WITHOUT COVER : 150 MM (W)  X 50 (H)  MM X 2 MM (THICK)"
"Electrical","Trunking & Floor Raceways-PERFORATED TYPE CABLE TRAY WITHOUT COVER : 200 MM (W)  X 50 (H)  MM X 2 MM (THICK)"
"Electrical","Trunking & Floor Raceways-PERFORATED TYPE CABLE TRAY WITHOUT COVER : 300 MM (W)  X 50 (H)  MM X 2 MM (THICK)"
"Electrical","Trunking & Floor Raceways-PERFORATED TYPE CABLE TRAY WITHOUT COVER : 50 MM (W)  X 25 (H)  MM X 2 MM (THICK)"
"Electrical","Trunking & Floor Raceways-SUPPOET - GI ""Z"" TYPE SUPPORT"
"Electrical","Trunking & Floor Raceways-WIRE MESH SS CABLE TRAY : 100 MM (W) X 53 MM(H)X 4.5 MM THICK"
"Electrical","Trunking & Floor Raceways-WIRE MESH SS CABLE TRAY : 150 MM (W) X 53 MM(H)X 4.5 MM THICK"
"Electrical","Trunking & Floor Raceways-WIRE MESH SS CABLE TRAY : 300 MM (W) X 53 MM(H)X 4.5 MM THICK"
"Electrical","Trunking & Floor Raceways-WIRE MESH SS CABLE TRAY : 450 MM (W) X 53 MM(H)X 4.5 MM THICK"
"Electrical","Trunking & Floor Raceways-WIRE MESH SS CABLE TRAY : 600 MM (W) X 53 MM(H)X 5 MM THICK"
"Electrical","Trunking & Floor Raceways-WIRE MESH SS CABLE TRAY : 70 MM (W) X 50 MM(H)X 4.5 MM THICK"
"Electrical","Trunking & Floor Raceways-WIRE MESS CABLE TRAY -COUPLER FOR JOINT"
"Electrical","Trunking & Floor Raceways-WIRE MESS TYPE 150MM (W)x53MM (H) X 4.5MM THICK SS CABLE TRAY"
"Electrical","Trunking & Floor Raceways-WIRE MESS TYPE 50MM (W)x 50MM (H) X 4.5MM THICK SS CABLE TRAY"
"Electrical","UNIVERSAL SOCKET : 13 AMP UNIVERSAL SOCKET"
"Electrical","UNIVERSAL SOCKET-13 AMP"
"Electrical","UPS 3 KVA"
"Electrical","UPS INPUT/OUTPUT PANEL"
"Electrical","UPS MPDB-02 CUSTOMIZED"
"Electrical","UPS OUTPUT PANEL 1F"
"Electrical","UPS OUTPUT PANEL GF"
"Electrical","UPS POWER PANEL"
"Electrical","VRF PANEL -01"
"Electrical","VRF PANEL -02"
"Electrical","VTPN DB - 4WAY"
"Electrical","WARE HOUSE MAIN  ELECTRICAL PANEL"
"Electrical","WIRE TAP.."
"Electrical","Wires - 1.5 sqmm Copper FRLS"
"Finishes","18-19 MM THK. TAN BROWN SLAB-GRANITE"
"Finishes","18-19 MM WHITE INDIAN MARBLE SLAB"
"Finishes","18-20 mm Thick Ten Brown polish Granite - Slab Size (8.5 Feet x 3.25 Feet)"
"Finishes","18-20mm Thick Ten Brown Leather Finish Granite"
"Finishes","300 X 1200 STAIRWAY GREY"
"Finishes","300 X 200 mm Ceramic Glazed Eyes Waterproof"
"Finishes","300 X 300 mm Ceramic Glazed Eyes Waterproof"
"Finishes","300 X 300 mm Ceramic Glazed Plane Tiles"
"Finishes","600 X 600 MARMO BROWN MT"
"Finishes","600 X 600 ROMAN CHOCO"
"Finishes","600 X 600 TERASTONE BEIGE"
"Finishes","ACP Cladding"
"Finishes","ALT ROSSO (12MM) 300 x 300"
"Finishes","ALT ROSSO (15MM) 300 x 300"
"Finishes","ALUMINIUM PATTI 2MTR."
"Finishes","Armano Express Soil Full Body (600 x 1200) 12mm"
"Finishes","Armano Magic Gray 600x1200mm - Matte finish - 9mm"
"Finishes","ARMANO MAGIC GREY  BLAST ( 600 X 1200 )"
"Finishes","Asian Cement Primer"
"Finishes","Bath Door"
"Finishes","CADET GLOSSY ( 1200 X 600 )"
"Finishes","Ceramic Glazed Tiles"
"Finishes","Ceramic Glezed Tiles - Grade 2"
"Finishes","Clay Tiles Size - 9"" x 3"" 15mm thick Medium terracotta shade"
"Finishes","COSMIC CREMA POLISH (15MM) Emcer 800 x 2400 mm Glossy"
"Finishes","Cupboard - Wooden"
"Finishes","D2 Main Door ID - 35mm Both Side Ti U a SF Laminate"
"Finishes","D2 Main Door ID - 35mm Vision Panel Cut"
"Finishes","D3 Toilet Door ID -30mm Both Side Timex Urban .SAF Laminate"
"Finishes","Dado"
"Finishes","Dead Lock"
"Finishes","DENVER WHITE"
"Finishes","Door Closer"
"Finishes","Door Laminates"
"Finishes","Door Shutter"
"Finishes","Door Silencer / Rubber Buffer"
"Finishes","EGM03 (Door shutter Film)"
"Finishes","ERA WHITE"
"Finishes","Exterior Suprema Primer"
"Finishes","FERRO BROWN ( 600 X 1200 )"
"Finishes","FERRO WHITE GLOSSY (1200 X 600 )"
"Finishes","FERRO WHITE LINAR  MATT ( 1200 X 600 )"
"Finishes","FERRO WHITE LINEAR ( 600 X 1200 )"
"Finishes","FERRO WHITE MATT ( 1200 X 600 )"
"Finishes","FERRO WHITE MATT ( 600 X 1200 )"
"Finishes","Flamed Granite"
"Finishes","Flooring Tiles ( Imperial white ) Glossy finish"
"Finishes","FLORENCE SAND MOLTEN"
"Finishes","Flush Door with Wooden Shutter"
"Finishes","FRP Door Frame"
"Finishes","FRP Door Shutter - Double leaf"
"Finishes","FRP Door Shutter - Single leaf Door"
"Finishes","FRP Door with FRP Frame"
"Finishes","GC 800 x 2400 Galaxy Terrazzo Verde Glossy Fb 15mm"
"Finishes","Golden Kota 10"" x 10"" x 1722"
"Finishes","Golden Kota 10"" x 5"" x 1722"
"Finishes","Golden Kota 47"" x 5"" x 283"
"Finishes","Golden Kota 5"" x 5"" x 1722"
"Finishes","Grade 2 Tiles ( 300 X 200 mm Ceramic Glazed Eyes Waterproof )"
"Finishes","Grade-2 Floor Tiles ( B - Grade Floor Tiles)"
"Finishes","Granite"
"Finishes","Granite – Tan Brown, 18 mm Thick, Polished Finish"
"Finishes","Granite Tan Brown for Platform"
"Finishes","GRAVITA MUD 600 X 600"
"Finishes","Grey Riser"
"Finishes","Grey Thread"
"Finishes","GRIPSOM VERDE"
"Finishes","Half cylinder key operated lock"
"Finishes","Hooks Behind the Door"
"Finishes","Indian Marble"
"Finishes","Indian Marble ( White ) ( 18-19mm)"
"Finishes","Indicator - with latch Ocuupancy display"
"Finishes","Indicator Bolt with Occupancy Display"
"Finishes","IRIDEA DEGRADE CANNELLA"
"Finishes","Jaisalmer stone"
"Finishes","JD Brown Granite"
"Finishes","KAJ TERRAZO GREY GLOSSY 600 x 1200"
"Finishes","Kajaria- Terrazzo Ash 600 x 1200mm - Glosy (Polish) finish - 9mm"
"Finishes","Kalinga Stone"
"Finishes","Key Hole Cap"
"Finishes","KICH Brass Pin Cylinder 60mm-Key and Knob-Satin MH223S MLB92S PCKNS60"
"Finishes","KICH Lock Body Back Set 50X85mm+SS Main and Strike Plate"
"Finishes","KICH PR SS 304 Door Buffer Double-Satin - PRDB32DS"
"Finishes","KICH SS 304 Tower Bolt 150mm Flat-Satin - TBF36S"
"Finishes","KICH SS 316 Door Hinge Without Bearing 102X76X3mm- Satin - DH134S"
"Finishes","KICH SS 316 Mortice Handle Ø22mm Euro Profile Escutcheons-Satin"
"Finishes","KICH SS 316 Pull Handle Ø19X150mm(C/C)-Satin - PH1906S"
"Finishes","KICH Zinc Indicator Bolt-Satin - IB106S"
"Finishes","Kota"
"Finishes","Kota Stone (both sides rough), 22 mm thick, 2 ft × 2 ft"
"Finishes","Kota Stone (Semi-finished), 22 mm thick, 2 ft × 2 ft"
"Finishes","Kota Stone (Shahabad Kota Yellow ), 22 mm thick, 4 ft × 2 ft"
"Finishes","Kota stone coving"
"Finishes","L Type Tower Bolt"
"Finishes","L. Key Rack Bolt"
"Finishes","Laminate"
"Finishes","Laminate Sheet – Merino 10881 VNR Brown Legno Oak"
"Finishes","Laminate Sheet Merino-10510 SF Walnut Bronze (4' x 8')"
"Finishes","LATICRETE LATAPOXY 310 STANDARD 1 KG"
